C,Real-Time Hourly System Load Report,,
C,Filename: rt_hourlysysload_20130101_20130115.csv,,
C,Report for: 01/01/2013 - 01/15/2013,,
C,Report generated: 03/03/2019 22:56:16 EST,,
H,Date,Hour Ending,Total Load
H,Date,HE,MWh
D,1/23/13,21,19795.46
D,1/23/13,22,18704.87
D,1/23/13,23,17231.33
D,1/23/13,24,15908.21
D,1/24/13,1,15190.14
D,1/24/13,2,15235.74
D,1/24/13,3,15109.22
D,1/24/13,4,15124.64
D,1/24/13,5,15501.99
D,1/24/13,6,16137.53
D,1/24/13,7,18207.36
D,1/24/13,8,19340.09
D,1/24/13,9,19388.11
D,1/24/13,10,19275.68
D,1/24/13,11,19194.41
D,1/24/13,12,18974.43
D,1/24/13,13,18706.12
D,1/24/13,14,18563.6
D,1/24/13,15,18335.19
D,1/24/13,16,18414.87
D,1/24/13,17,19118.61
D,1/24/13,18,20577.85
D,1/24/13,19,20814.07
D,1/24/13,20,20474.21
D,1/24/13,21,19894.05
D,1/24/13,22,18796.99
D,1/24/13,23,17305.78
D,1/24/13,24,16224.08
D,1/25/13,1,15401.16
D,1/25/13,2,15257.59
D,1/25/13,3,15097.96
D,1/25/13,4,15333.69
D,1/25/13,5,15700.35
D,1/25/13,6,16336.02
D,1/25/13,7,17868.39
D,1/25/13,8,18898.21
D,1/25/13,9,19039.44
D,1/25/13,10,19000.21
D,1/25/13,11,18893.71
D,1/25/13,12,18562.1
D,1/25/13,13,18250.79
D,1/25/13,14,18080.78
D,1/25/13,15,17784.33
D,1/25/13,16,17733.27
D,1/25/13,17,18396.86
D,1/25/13,18,19578.24
D,1/25/13,19,19524.56
D,1/25/13,20,19025.2
D,1/25/13,21,18385.32
D,1/25/13,22,17477.74
D,1/25/13,23,16296.5
D,1/25/13,24,15128.88
D,1/26/13,1,14514.11
D,1/26/13,2,14240.84
D,1/26/13,3,14324.34
D,1/26/13,4,14323.05
D,1/26/13,5,14587.96
D,1/26/13,6,15186.63
D,1/26/13,7,15744.53
D,1/26/13,8,16168.03
D,1/26/13,9,16645.26
D,1/26/13,10,17176.53
D,1/26/13,11,17303.27
D,1/26/13,12,17161.17
D,1/26/13,13,16881.75
D,1/26/13,14,16492.11
D,1/26/13,15,16272.99
D,1/26/13,16,16341.6
D,1/26/13,17,17030.76
D,1/26/13,18,18538.51
D,1/26/13,19,18704.08
D,1/26/13,20,18285.57
D,1/26/13,21,17821.49
D,1/26/13,22,17104.19
D,1/26/13,23,16130.26
D,1/26/13,24,15115.37
D,1/27/13,1,14340.39
D,1/27/13,2,13881.6
D,1/27/13,3,13662.46
D,1/27/13,4,13576.5
D,1/27/13,5,13616.09
D,1/27/13,6,13892.24
D,1/27/13,7,14479.98
D,1/27/13,8,15097.14
D,1/27/13,9,15886.17
D,1/27/13,10,16394.14
D,1/27/13,11,16602.35
D,1/27/13,12,16602.68
D,1/27/13,13,16441.53
D,1/27/13,14,16144.58
D,1/27/13,15,15932.67
D,1/27/13,16,16261.71
D,1/27/13,17,16906.5
D,1/27/13,18,18477.02
D,1/27/13,19,18814.43
D,1/27/13,20,18435.68
D,1/27/13,21,17819.61
D,1/27/13,22,16757.47
D,1/27/13,23,15490.55
D,1/27/13,24,14333.28
D,1/28/13,1,13778.18
D,1/28/13,2,13810.28
D,1/28/13,3,13671.91
D,1/28/13,4,13701.77
D,1/28/13,5,13927.51
D,1/28/13,6,14617.76
D,1/28/13,7,16675.22
D,1/28/13,8,17813.39
D,1/28/13,9,17982.04
D,1/28/13,10,18034.19
D,1/28/13,11,18138.46
D,1/28/13,12,18136.59
D,1/28/13,13,18071.02
D,1/28/13,14,18049.47
D,1/28/13,15,17945.23
D,1/28/13,16,18069.9
D,1/28/13,17,18786.72
D,1/28/13,18,19841.39
D,1/28/13,19,19450.41
D,1/28/13,20,18767.26
D,1/28/13,21,17887.66
D,1/28/13,22,16703.51
D,1/28/13,23,15275.4
D,1/28/13,24,13962.81
D,1/29/13,1,13116.04
D,1/29/13,2,13116.23
D,1/29/13,3,13046.46
D,1/29/13,4,13274.53
D,1/29/13,5,13578.88
D,1/29/13,6,14383.23
D,1/29/13,7,15843.36
D,1/29/13,8,16954.4
D,1/29/13,9,17130.9
D,1/29/13,10,17170.96
D,1/29/13,11,17228.94
D,1/29/13,12,17364.94
D,1/29/13,13,17180
D,1/29/13,14,17070.82
D,1/29/13,15,16920.57
D,1/29/13,16,16965.97
D,1/29/13,17,17355.24
D,1/29/13,18,18614.27
D,1/29/13,19,18641.72
D,1/29/13,20,18177.94
D,1/29/13,21,17403.27
D,1/29/13,22,16252.87
D,1/29/13,23,14799.34
D,1/29/13,24,13613.47
D,1/30/13,1,13474.69
D,1/30/13,2,13133.11
D,1/30/13,3,12881.53
D,1/30/13,4,12824.02
D,1/30/13,5,13063.32
D,1/30/13,6,14073.24
D,1/30/13,7,15273.86
D,1/30/13,8,16160.62
D,1/30/13,9,16638.54
D,1/30/13,10,16753.97
D,1/30/13,11,16802.94
D,1/30/13,12,16745.8
D,1/30/13,13,16555.93
D,1/30/13,14,16480.33
D,1/30/13,15,16302.14
D,1/30/13,16,16290.2
D,1/30/13,17,16722.62
D,1/30/13,18,17652.17
D,1/30/13,19,17573.71
D,1/30/13,20,17043.08
D,1/30/13,21,16290.39
D,1/30/13,22,15138.41
D,1/30/13,23,13831.37
D,1/30/13,24,12957.34
D,1/31/13,1,12078.22
D,1/31/13,2,11368.4
D,1/31/13,3,10979.1
D,1/31/13,4,10871.89
D,1/31/13,5,10879.32
D,1/31/13,6,11742.95
D,1/31/13,7,13576.15
D,1/31/13,8,14775.27
D,1/31/13,9,15001.2
D,1/31/13,10,15149.47
D,1/31/13,11,15272.75
D,1/31/13,12,15277.08
D,1/31/13,13,15306.24
D,1/31/13,14,15244.12
D,1/31/13,15,14991.01
D,1/31/13,16,15090.05
D,1/31/13,17,15749.03
D,1/31/13,18,17219.28
D,1/31/13,19,17627.92
D,1/31/13,20,17432.56
D,1/31/13,21,16911.98
D,1/31/13,22,15910.55
D,1/31/13,23,14545.05
D,1/31/13,24,13494.95
D,2/1/13,1,12957.08
D,2/1/13,2,12561.24
D,2/1/13,3,12136.3
D,2/1/13,4,12162.44
D,2/1/13,5,12308.49
D,2/1/13,6,13399.38
D,2/1/13,7,15511.91
D,2/1/13,8,16605.42
D,2/1/13,9,16728.99
D,2/1/13,10,16752.62
D,2/1/13,11,16809.15
D,2/1/13,12,16728.49
D,2/1/13,13,16526.46
D,2/1/13,14,16704.62
D,2/1/13,15,16749.92
D,2/1/13,16,16647.45
D,2/1/13,17,17017.12
D,2/1/13,18,18242.6
D,2/1/13,19,18408.42
D,2/1/13,20,17979.35
D,2/1/13,21,17468.97
D,2/1/13,22,16687.64
D,2/1/13,23,15600.81
D,2/1/13,24,14641.34
D,2/2/13,1,13770.31
D,2/2/13,2,13655.01
D,2/2/13,3,13868.55
D,2/2/13,4,13817.61
D,2/2/13,5,13895.03
D,2/2/13,6,14326.64
D,2/2/13,7,14833.66
D,2/2/13,8,15090.72
D,2/2/13,9,15748.26
D,2/2/13,10,16217.88
D,2/2/13,11,16333.46
D,2/2/13,12,16156.83
D,2/2/13,13,15879.13
D,2/2/13,14,15599.33
D,2/2/13,15,15648.56
D,2/2/13,16,15837.87
D,2/2/13,17,16256.33
D,2/2/13,18,17512.51
D,2/2/13,19,17684.54
D,2/2/13,20,17259.77
D,2/2/13,21,16688.02
D,2/2/13,22,15937.52
D,2/2/13,23,14915.74
D,2/2/13,24,13858.37
D,2/3/13,1,13044.27
D,2/3/13,2,12914.66
D,2/3/13,3,13074.19
D,2/3/13,4,13188.21
D,2/3/13,5,13244.73
D,2/3/13,6,13454.42
D,2/3/13,7,13633.46
D,2/3/13,8,13941.56
D,2/3/13,9,14727.79
D,2/3/13,10,15458.56
D,2/3/13,11,15782.07
D,2/3/13,12,15952
D,2/3/13,13,15955.08
D,2/3/13,14,15881.68
D,2/3/13,15,15816.45
D,2/3/13,16,15955.84
D,2/3/13,17,16640.01
D,2/3/13,18,17986.4
D,2/3/13,19,17959.13
D,2/3/13,20,17190.2
D,2/3/13,21,16584.57
D,2/3/13,22,16038.59
D,2/3/13,23,15412.38
D,2/3/13,24,14611.79
D,2/4/13,1,13929.21
D,2/4/13,2,13495.66
D,2/4/13,3,13348.51
D,2/4/13,4,13318.98
D,2/4/13,5,13227.72
D,2/4/13,6,14116.4
D,2/4/13,7,16009.34
D,2/4/13,8,17113.72
D,2/4/13,9,17229.98
D,2/4/13,10,17199.51
D,2/4/13,11,17271.15
D,2/4/13,12,17291.18
D,2/4/13,13,17151.27
D,2/4/13,14,17045.4
D,2/4/13,15,16882.73
D,2/4/13,16,16888.67
D,2/4/13,17,17503.15
D,2/4/13,18,19031.39
D,2/4/13,19,19478.79
D,2/4/13,20,19082.66
D,2/4/13,21,18394.49
D,2/4/13,22,17230.87
D,2/4/13,23,15710.53
D,2/4/13,24,14377.16
D,2/5/13,1,13561.82
D,2/5/13,2,13440.6
D,2/5/13,3,13711.65
D,2/5/13,4,13740.37
D,2/5/13,5,14223.3
D,2/5/13,6,15167.84
D,2/5/13,7,16493.6
D,2/5/13,8,17564.4
D,2/5/13,9,17736.7
D,2/5/13,10,17756.77
D,2/5/13,11,17777.1
D,2/5/13,12,17691.51
D,2/5/13,13,17528.85
D,2/5/13,14,17407.24
D,2/5/13,15,17182.04
