Month,Day,Time,load,Solar,Wind,Stored,BattIn,BattOut
1,4,13,26.88011826945591,46.55579144460523,50.5,30.761860208841078,0.0,0.0
1,4,14,26.638447520574395,70.59452878625535,50.5,30.761860208841075,0.0,0.0
1,4,15,26.650336110707155,22.776844445316073,50.5,30.76186020884107,0.0,0.0
1,4,16,28.027319279403713,0.0,50.5,30.76186020884107,0.0,0.0
1,4,17,29.82514895122726,0.0,50.5,30.761860208841068,0.0,0.0
1,4,18,29.54901087853343,0.0,50.5,30.761860208841064,0.0,0.0
1,4,19,28.66885572651394,0.0,50.5,30.76186020884106,0.0,0.0
1,4,20,27.654138991822464,0.0,50.5,30.761860208841053,0.0,0.0
1,4,21,26.224871593402263,0.0,50.5,30.76186020884105,0.0,0.0
1,4,22,24.31031322410586,0.0,50.5,30.761860208841046,0.0,0.0
1,4,23,22.374246733413376,0.0,50.5,30.76186020884104,0.0,0.0
1,5,0,21.51925895969912,0.0,50.5,30.761860208841036,0.0,0.0
1,5,1,20.962268924406676,0.0,50.5,30.761860208841032,0.0,0.0
1,5,2,20.628429643420652,0.0,50.5,30.761860208841025,0.0,0.0
1,5,3,20.407500010120213,0.0,50.5,30.76186020884102,0.0,0.0
1,5,4,20.513330833304707,0.0,50.5,30.761860208841018,0.0,0.0
1,5,5,21.13415812340948,0.0,50.5,30.76186020884101,0.0,0.0
1,5,6,21.949213656879426,0.0,50.5,30.761860208841007,0.0,0.0
1,5,7,22.43824378110383,5.77861250931705,50.5,30.76186020884101,0.0,0.0
1,5,8,23.60279829761639,110.94399540374839,50.5,30.76186020884101,0.0,0.0
1,5,9,24.451570128371444,180.44104976424558,50.5,30.761860208841007,0.0,0.0
1,5,10,24.79469337557673,226.2575606645942,49.6381,30.76186020884101,0.0,0.0
1,5,11,24.716746409625657,246.47156856845453,23.8464,30.76186020884101,0.0,0.0
1,5,12,24.379887043243006,240.2142057681132,48.3814,30.761860208841018,0.0,0.0
1,5,13,23.92263972247836,207.33091966304784,50.5,30.761860208841018,0.0,0.0
1,5,14,23.740028421353127,148.80314955862698,50.5,30.761860208841014,0.0,0.0
1,5,15,24.143793065808175,69.35051215257344,50.5,30.761860208841014,95.70671908676526,0.0
1,5,16,25.454190542188595,0.0,50.5,126.46857929560629,25.045809457811412,0.0
1,5,17,27.744885367311625,0.0,50.5,151.5143887534177,22.75511463268838,0.0
1,5,18,27.77334447890631,0.0,46.578199999999995,174.26950338610607,6.545798847815581,0.0
1,5,19,27.091907750127397,0.0,19.377599999999997,180.81530223392164,0.0,8.24618679863966
1,5,20,26.35989657542083,0.0,10.999000000000002,172.569115435282,0.0,16.419985649835198
1,5,21,25.273944175659672,0.0,2.8993,156.1491297854468,0.0,23.917310716899706
1,5,22,23.734132064150185,0.0,2.521300000000001,132.23181906854708,0.0,22.675395044521842
1,5,23,21.916823640482782,0.0,2.5294,109.55642402402526,0.0,20.724130027239745
1,6,0,20.53419978318829,0.0,1.4278000000000002,88.83229399678552,0.0,20.4237303935738
1,6,1,19.887182440358256,0.0,0.1848000000000002,68.40856360321172,0.0,21.06080431892919
1,6,2,20.24534219739543,0.0,1.7644000000000002,47.3477592842825,0.0,19.755149329123924
1,6,3,20.0805158436059,0.0,3.5095,27.592609955158583,0.0,17.71353911662844
1,6,4,19.84934348681743,0.0,30.196800000000003,9.879070838530149,10.347456513182575,0.0
1,6,5,20.239397902329053,0.0,44.453,20.226527351712722,24.213602097670954,0.0
1,6,6,20.613233340710632,0.0,12.227499999999997,44.44012944938367,0.0,8.963905227910887
1,6,7,21.56986536420241,1.0197551487030088,3.7497999999999996,35.476224221472776,0.0,17.95864266755682
1,6,8,22.532665392789948,6.79836765802006,2.7264999999999997,17.51758155391596,0.0,13.90464749841784
1,6,9,23.551440866585892,55.65872032438302,3.1719999999999997,3.6129340554981195,0.0,0.0
1,6,10,23.965927613163363,55.80917145491464,5.332000000000001,3.612934055498119,0.0,0.0
1,6,11,24.055922962125322,175.7258494402135,7.3614999999999995,3.6129340554981195,0.0,0.0
1,6,12,23.952425114961503,145.16088825839466,14.314000000000002,3.6129340554981195,0.0,0.0
1,6,13,23.66340773629052,186.0587690067408,35.9039,3.6129340554981195,0.0,0.0
1,6,14,23.438914721807816,127.6500994570781,44.2115,3.61293405549812,100.33214868791391,0.0
1,6,15,23.65719179333132,51.08392518062225,36.5479,103.94508274341204,63.97463338729094,0.0
1,6,16,25.556569839205512,0.0,26.668800000000005,167.91971613070297,1.1122301607944964,0.0
1,6,17,27.99761378335963,0.0,11.037999999999998,169.03194629149743,0.0,18.128929752388707
1,6,18,28.033551201650727,0.0,5.741500000000002,150.90301653910873,0.0,23.829023197916328
1,6,19,27.218064227409837,0.0,4.7947,127.0739933411924,0.0,23.969389874302337
1,6,20,26.211672701668846,0.0,4.0387,103.10460346689008,0.0,23.701734582222173
1,6,21,24.406412661012332,0.0,0.23319999999999974,79.40286888466792,0.0,25.8398852603018
1,6,22,22.388739947459626,0.0,0.6028000000000001,53.56298362436613,0.0,23.28801704699051
1,6,23,20.574371712749787,0.0,3.7417000000000007,30.274966577375626,0.0,17.993235395777432
1,7,0,19.967877843813138,0.0,11.4735,12.281731181598191,0.0,9.080040453033819
1,7,1,19.93889141572063,0.0,32.66640000000001,3.2016907285643694,0.0,0.0
1,7,2,19.356142768473873,0.0,48.980199999999996,3.201690728564369,0.0,0.0
1,7,3,19.472392087312343,0.0,50.5,3.201690728564369,0.0,0.0
1,7,4,20.536980179267722,0.0,50.5,3.201690728564369,0.0,0.0
1,7,5,22.078917536056313,0.0,50.5,3.2016907285643685,0.0,0.0
1,7,6,24.40887347133551,0.0,50.5,3.201690728564368,0.0,0.0
1,7,7,26.207741796866888,5.098775743515044,50.5,3.2016907285643685,0.0,0.0
1,7,8,26.413491106745123,67.95608864003728,50.5,3.201690728564369,0.0,0.0
1,7,9,26.37750575059059,156.79066215874084,50.5,3.2016907285643685,0.0,0.0
1,7,10,26.39076855947525,153.52407286416067,50.5,3.201690728564369,0.0,0.0
1,7,11,26.25497657164167,244.73592752508435,49.5038,3.201690728564369,0.0,0.0
1,7,12,25.965751462229115,239.06437483379815,34.39050000000001,3.2016907285643685,0.0,0.0
1,7,13,25.781478315171352,206.3273096598827,16.9248,3.2016907285643685,96.89681262528616,0.0
1,7,14,25.550801316305076,148.01222122921234,12.409500000000001,100.09850335385053,134.87091991290725,0.0
1,7,15,25.741450199200166,69.08963152735383,6.358,234.9694232667578,49.70618132815366,0.0
1,7,16,27.18485926733474,0.0,4.2034,284.6756045949114,0.0,24.56596394156573
1,7,17,29.579611214695035,0.0,2.389,260.10964065334576,0.0,29.065324654938575
1,7,18,29.762606018727773,0.0,0.0,231.04431599840714,0.0,31.814651008795053
1,7,19,29.361477956761842,0.0,0.0,199.2296649896121,0.0,31.385866335394812
1,7,20,28.295515646054557,0.0,0.1650000000000004,167.8437986542173,0.0,30.070032759010754
1,7,21,26.519801308564,0.0,5.385999999999999,137.7737658952065,0.0,22.590915348545163
1,7,22,24.21963076576795,0.0,18.873599999999996,115.18285054666137,0.0,5.714624014717213
1,7,23,22.059278991334324,0.0,50.5,109.46822653194415,0.0,0.0
1,8,0,20.7121930701356,0.0,50.5,109.46822653194418,0.0,0.0
1,8,1,20.184940489462868,0.0,50.5,109.4682265319442,0.0,0.0
1,8,2,20.489873238795447,0.0,50.5,109.46822653194421,0.0,0.0
1,8,3,20.278355406016775,0.0,50.5,109.46822653194424,0.0,0.0
1,8,4,21.02446031257428,0.0,50.5,109.46822653194425,0.0,0.0
1,8,5,22.417246996917747,0.0,50.5,109.46822653194427,0.0,0.0
1,8,6,25.215076479357137,0.0,50.5,109.4682265319443,0.0,0.0
1,8,7,26.959503371310138,6.79836765802006,50.5,109.46822653194427,0.0,0.0
