3740360,city??,state??,country??,2013,43.759869,-69.331055,Not Available,1,8760
WIND Toolkit data from NREL downloaded on 2019-3-17,,,,,,,,,
Temperature,Pressure,Speed,Direction,,,,,,
C,atm,m/s,Degrees,,,,,,
2.9,0.99,14.106,289.8,,,,,,
2.9,0.99,12.461,292.9,,,,,,
2.8,0.99,13.425,290.6,,,,,,
2.5,0.99,13.599,283.6,,,,,,
2.1,0.99,15.638,286.7,,,,,,
1.4,0.99,12.555,280.2,,,,,,
1.1,0.99,10.465,282.1,,,,,,
1.1,0.99,10.569,290.0,,,,,,
1.0,0.99,12.851,295.0,,,,,,
0.9,0.99,13.248,297.5,,,,,,
0.8,0.99,12.43,297.8,,,,,,
0.8,0.99,13.413,303.1,,,,,,
0.6,0.99,12.629,305.8,,,,,,
0.3,0.99,11.896,304.9,,,,,,
0.2,0.99,11.515,307.1,,,,,,
0.3,0.99,9.622,309.7,,,,,,
0.3,0.99,8.747,306.9,,,,,,
0.6,0.99,8.023,302.2,,,,,,
1.2,0.99,7.321,298.3,,,,,,
2.2,0.99,6.995,311.9,,,,,,
2.9,0.99,5.631,301.5,,,,,,
3.5,0.99,4.59,293.4,,,,,,
3.9,0.99,5.182,285.4,,,,,,
4.9,0.99,4.547,317.9,,,,,,
5.2,0.99,3.583,315.8,,,,,,
5.0,0.99,5.539,332.6,,,,,,
5.0,0.99,5.85,326.1,,,,,,
4.7,0.99,7.285,327.3,,,,,,
4.2,0.99,7.364,338.7,,,,,,
2.8,0.99,7.077,341.5,,,,,,
2.0,0.99,5.847,344.9,,,,,,
1.8,0.99,7.01,346.8,,,,,,
1.6,0.99,6.421,354.2,,,,,,
1.1,0.99,6.076,6.1,,,,,,
1.0,0.99,5.606,6.9,,,,,,
0.6,0.99,5.722,3.9,,,,,,
0.4,0.99,5.805,6.7,,,,,,
0.1,0.99,5.814,8.9,,,,,,
-0.0,0.99,6.366,17.7,,,,,,
-0.2,0.99,6.156,18.0,,,,,,
0.6,0.99,7.926,34.7,,,,,,
0.8,0.99,8.457,45.4,,,,,,
0.8,0.99,8.448,47.2,,,,,,
1.0,0.99,7.953,47.6,,,,,,
1.5,0.99,7.712,46.4,,,,,,
2.2,0.99,8.1,56.2,,,,,,
2.2,0.99,8.155,63.4,,,,,,
2.4,0.99,8.133,67.2,,,,,,
2.6,0.99,7.865,69.3,,,,,,
2.6,0.99,7.62,65.9,,,,,,
2.8,0.99,7.614,58.5,,,,,,
3.0,0.99,8.051,52.7,,,,,,
2.7,0.99,6.58,35.9,,,,,,
2.6,0.99,11.136,55.5,,,,,,
2.7,0.99,8.725,27.1,,,,,,
2.2,0.99,11.393,31.8,,,,,,
1.8,0.99,12.131,31.8,,,,,,
1.2,0.99,12.735,30.5,,,,,,
0.7,0.99,12.925,30.0,,,,,,
-0.4,0.99,11.362,14.3,,,,,,
-0.6,0.99,11.686,7.6,,,,,,
-0.7,0.99,12.058,2.3,,,,,,
-0.8,0.99,12.14,356.5,,,,,,
-0.7,0.99,11.402,355.8,,,,,,
-0.6,0.99,10.773,355.9,,,,,,
-0.2,0.99,8.646,348.7,,,,,,
0.6,0.99,8.429,338.2,,,,,,
1.8,0.99,8.014,334.6,,,,,,
2.9,0.99,7.804,327.1,,,,,,
4.0,0.99,7.743,328.7,,,,,,
4.3,0.99,4.749,313.7,,,,,,
5.7,0.99,6.006,313.5,,,,,,
6.3,0.99,7.981,314.2,,,,,,
6.3,0.99,7.379,317.7,,,,,,
5.6,0.99,6.476,314.5,,,,,,
5.9,0.99,9.317,319.8,,,,,,
5.3,0.99,11.792,320.9,,,,,,
4.2,0.99,10.343,326.4,,,,,,
3.4,0.99,7.999,321.6,,,,,,
2.8,0.99,8.002,319.5,,,,,,
2.5,0.99,8.011,316.3,,,,,,
2.3,0.99,8.136,313.9,,,,,,
2.2,0.99,7.92,317.0,,,,,,
1.9,0.99,7.898,316.5,,,,,,
1.9,0.99,7.642,316.0,,,,,,
1.9,0.99,7.767,312.2,,,,,,
1.9,0.99,7.962,312.0,,,,,,
1.9,0.99,7.773,308.3,,,,,,
2.1,0.99,7.477,308.7,,,,,,
2.8,0.99,6.534,309.7,,,,,,
3.8,0.99,6.732,300.2,,,,,,
4.8,0.99,6.149,319.8,,,,,,
4.9,0.99,5.649,329.1,,,,,,
5.1,0.99,6.403,326.6,,,,,,
5.4,0.99,8.206,324.3,,,,,,
5.8,0.99,7.532,327.9,,,,,,
5.6,0.99,7.669,323.5,,,,,,
5.0,0.99,7.465,343.6,,,,,,
4.8,0.99,4.538,8.5,,,,,,
4.8,0.99,5.823,333.8,,,,,,
4.3,1.0,8.966,4.3,,,,,,
3.8,1.0,7.306,359.5,,,,,,
3.2,1.0,12.006,30.2,,,,,,
2.8,1.0,11.997,36.7,,,,,,
2.1,1.0,13.507,32.1,,,,,,
2.0,1.0,10.715,23.5,,,,,,
1.8,1.0,10.419,22.8,,,,,,
2.4,1.0,8.228,11.5,,,,,,
2.3,1.0,8.432,14.1,,,,,,
1.8,1.0,8.634,3.6,,,,,,
1.3,1.0,8.032,359.6,,,,,,
1.2,1.0,8.176,357.8,,,,,,
1.4,1.0,7.926,359.3,,,,,,
2.2,1.0,6.83,355.0,,,,,,
3.3,1.0,6.244,351.8,,,,,,
4.3,1.0,5.374,337.1,,,,,,
5.5,1.0,4.865,349.0,,,,,,
5.2,1.0,1.419,7.5,,,,,,
6.2,1.0,0.656,302.5,,,,,,
6.5,1.0,1.651,231.8,,,,,,
7.3,1.0,2.191,149.2,,,,,,
6.9,1.0,1.254,58.2,,,,,,
6.8,1.0,3.168,297.2,,,,,,
6.5,1.0,5.133,256.8,,,,,,
6.7,1.0,6.143,287.3,,,,,,
6.1,1.0,6.397,313.2,,,,,,
5.5,1.0,7.248,304.7,,,,,,
4.8,1.0,6.986,327.5,,,,,,
4.4,1.0,6.76,327.8,,,,,,
4.2,1.0,7.669,326.4,,,,,,
4.3,1.0,7.849,322.3,,,,,,
4.1,1.0,7.773,320.0,,,,,,
4.0,1.0,6.43,312.9,,,,,,
4.5,1.0,8.142,314.5,,,,,,
4.2,1.0,6.653,303.8,,,,,,
4.1,1.0,6.369,301.3,,,,,,
4.1,1.0,5.597,303.6,,,,,,
4.8,1.0,5.435,304.5,,,,,,
6.0,1.0,6.207,303.7,,,,,,
7.2,1.0,5.979,292.7,,,,,,
7.6,1.0,3.726,282.2,,,,,,
8.7,1.0,4.63,290.1,,,,,,
9.6,1.0,5.188,270.7,,,,,,
9.5,1.0,7.172,264.5,,,,,,
9.0,1.0,1.984,261.9,,,,,,
9.1,1.0,1.361,60.6,,,,,,
8.9,1.0,2.194,247.8,,,,,,
8.0,1.0,7.642,279.5,,,,,,
7.4,1.0,4.083,340.5,,,,,,
7.4,1.0,4.233,21.7,,,,,,
6.6,1.0,5.49,316.8,,,,,,
5.8,1.0,4.883,351.7,,,,,,
5.2,1.0,4.831,328.2,,,,,,
4.4,1.0,4.889,323.8,,,,,,
3.7,1.0,4.138,322.3,,,,,,
3.3,1.0,3.72,350.7,,,,,,
3.1,1.0,4.187,340.8,,,,,,
2.8,1.0,3.937,340.0,,,,,,
2.7,1.0,4.508,348.1,,,,,,
2.6,1.0,4.456,334.7,,,,,,
2.5,1.0,4.401,322.6,,,,,,
3.0,1.0,4.263,337.0,,,,,,
3.9,1.0,4.367,342.4,,,,,,
5.1,1.0,2.46,344.2,,,,,,
4.7,1.0,1.321,228.8,,,,,,
6.2,1.0,3.092,212.2,,,,,,
7.1,1.0,2.756,231.0,,,,,,
8.2,1.0,4.205,283.8,,,,,,
8.9,1.0,5.557,279.8,,,,,,
8.9,1.0,5.634,294.6,,,,,,
9.1,1.0,6.186,345.2,,,,,,
8.9,1.0,6.61,337.3,,,,,,
7.9,1.0,6.851,335.9,,,,,,
5.7,1.01,7.538,339.5,,,,,,
5.2,1.01,6.824,347.4,,,,,,
4.6,1.01,7.279,344.1,,,,,,
4.2,1.01,7.163,343.0,,,,,,
3.6,1.01,5.588,344.1,,,,,,
3.4,1.01,4.962,338.1,,,,,,
2.6,1.01,3.07,320.0,,,,,,
2.1,1.01,3.174,325.4,,,,,,
1.9,1.01,2.857,305.8,,,,,,
2.0,1.01,2.457,303.1,,,,,,
2.0,1.01,2.536,290.0,,,,,,
2.0,1.01,1.7,276.0,,,,,,
2.1,1.01,1.486,265.5,,,,,,
2.3,1.01,1.675,237.5,,,,,,
2.6,1.01,1.312,196.6,,,,,,
3.0,1.01,2.612,161.9,,,,,,
3.6,1.01,4.163,166.2,,,,,,
4.2,1.0,5.02,163.6,,,,,,
5.1,1.0,5.536,161.1,,,,,,
5.3,1.0,7.144,156.0,,,,,,
5.6,1.0,8.417,156.5,,,,,,
5.6,1.0,9.009,153.8,,,,,,
5.5,1.0,9.775,160.7,,,,,,
5.7,1.0,10.138,164.4,,,,,,
5.9,1.0,10.889,174.5,,,,,,
6.1,1.0,10.733,174.4,,,,,,
5.9,1.0,9.394,161.7,,,,,,
5.7,1.0,9.174,147.2,,,,,,
5.8,1.0,9.775,146.9,,,,,,
5.3,1.0,8.957,147.3,,,,,,
5.0,0.99,9.195,123.1,,,,,,
4.8,0.99,11.518,111.5,,,,,,
5.1,0.99,12.043,110.1,,,,,,
5.2,0.99,10.651,91.3,,,,,,
5.0,0.99,10.147,72.1,,,,,,
4.8,0.99,9.293,61.2,,,,,,
4.5,0.99,5.774,16.2,,,,,,
5.4,0.99,7.743,314.0,,,,,,
5.7,0.99,6.189,291.0,,,,,,
6.6,0.99,5.502,264.6,,,,,,
5.6,0.99,7.419,234.2,,,,,,
5.4,0.99,6.275,221.0,,,,,,
6.0,0.99,9.406,205.1,,,,,,
6.3,0.99,8.319,194.4,,,,,,
6.5,0.99,10.639,186.6,,,,,,
7.0,0.99,12.677,195.5,,,,,,
7.3,0.99,11.957,294.8,,,,,,
7.5,0.99,6.754,278.0,,,,,,
6.8,0.99,15.787,280.0,,,,,,
6.1,0.99,11.155,289.3,,,,,,
3.8,0.99,13.84,285.7,,,,,,
2.6,0.99,13.904,301.9,,,,,,
1.7,0.99,11.551,302.5,,,,,,
1.2,0.99,12.629,295.9,,,,,,
0.3,0.99,12.741,299.3,,,,,,
-0.2,0.99,11.454,297.2,,,,,,
-0.5,0.99,12.421,305.7,,,,,,
-0.7,1.0,13.852,295.4,,,,,,
-0.8,1.0,10.526,276.4,,,,,,
-0.9,1.0,9.876,267.7,,,,,,
-1.1,1.0,12.036,270.0,,,,,,
-1.1,1.0,8.911,255.3,,,,,,
-1.0,1.0,9.799,246.2,,,,,,
-0.5,1.0,11.713,249.0,,,,,,
-0.1,1.0,9.619,249.8,,,,,,
0.7,1.0,11.78,262.6,,,,,,
1.4,0.99,13.55,256.0,,,,,,
1.8,0.99,12.192,266.8,,,,,,
1.5,0.99,13.471,281.9,,,,,,
1.8,1.0,12.857,273.2,,,,,,
1.4,1.0,13.205,279.0,,,,,,
0.8,1.0,14.042,268.8,,,,,,
0.3,1.0,12.18,269.2,,,,,,
-0.2,1.0,14.609,270.3,,,,,,
-0.4,1.0,14.206,264.9,,,,,,
-0.7,1.0,13.755,267.2,,,,,,
-1.0,1.0,14.069,265.5,,,,,,
-1.1,1.0,11.365,268.1,,,,,,
-1.3,1.0,14.359,267.8,,,,,,
-1.6,1.0,14.896,271.1,,,,,,
-1.8,1.0,14.212,263.8,,,,,,
-2.0,1.0,14.56,263.6,,,,,,
-2.0,1.0,14.481,263.2,,,,,,
-2.1,1.0,13.437,263.7,,,,,,
-2.0,1.0,14.032,261.1,,,,,,
-1.7,1.0,13.865,260.2,,,,,,
-0.9,1.0,13.645,260.2,,,,,,
-0.0,1.0,12.803,260.2,,,,,,
0.9,1.0,13.919,260.9,,,,,,
2.0,1.0,12.015,273.0,,,,,,
2.9,1.0,11.57,284.5,,,,,,
3.2,1.0,13.797,284.1,,,,,,
3.3,1.0,14.362,289.2,,,,,,
3.0,1.0,14.142,293.9,,,,,,
2.4,1.0,14.267,287.9,,,,,,
1.8,1.0,12.787,291.5,,,,,,
1.0,1.0,12.128,288.5,,,,,,
0.5,1.0,13.831,287.9,,,,,,
0.3,1.0,13.276,288.1,,,,,,
0.2,1.0,12.424,285.9,,,,,,
0.1,1.0,12.009,290.4,,,,,,
-0.2,1.01,11.17,295.8,,,,,,
-0.7,1.01,10.675,292.0,,,,,,
-1.1,1.01,11.771,297.3,,,,,,
-1.4,1.01,11.902,302.5,,,,,,
-1.2,1.01,12.091,297.7,,,,,,
-1.0,1.01,12.391,296.8,,,,,,
-0.5,1.01,11.441,291.2,,,,,,
-0.3,1.01,9.699,286.7,,,,,,
0.2,1.01,9.522,280.2,,,,,,
1.1,1.01,8.103,256.8,,,,,,
1.2,1.01,7.645,241.1,,,,,,
1.7,1.01,7.55,209.0,,,,,,
2.7,1.01,8.86,218.0,,,,,,
4.0,1.01,9.436,213.0,,,,,,
4.5,1.01,9.9,208.7,,,,,,
4.5,1.01,12.177,209.7,,,,,,
5.0,1.01,12.265,202.3,,,,,,
5.3,1.01,13.419,203.2,,,,,,
5.7,1.0,12.891,204.8,,,,,,
5.6,1.0,13.013,207.5,,,,,,
6.0,1.0,12.51,215.7,,,,,,
6.2,1.0,11.515,216.7,,,,,,
5.5,1.0,11.921,218.5,,,,,,
5.0,1.0,10.81,219.8,,,,,,
4.8,1.0,10.126,220.6,,,,,,
4.6,1.0,12.748,213.2,,,,,,
4.3,1.0,12.888,211.9,,,,,,
4.3,1.0,11.847,217.4,,,,,,
4.4,1.0,11.856,217.7,,,,,,
4.3,1.0,11.875,215.4,,,,,,
4.3,1.0,11.728,217.0,,,,,,
4.3,1.0,11.6,217.7,,,,,,
4.3,1.0,11.585,216.4,,,,,,
4.3,1.0,10.593,214.5,,,,,,
4.4,1.0,10.123,212.1,,,,,,
4.5,1.0,9.873,207.8,,,,,,
4.5,0.99,9.653,200.4,,,,,,
5.1,0.99,8.85,197.7,,,,,,
5.5,0.99,7.135,202.3,,,,,,
5.5,0.99,7.038,195.1,,,,,,
5.6,0.99,7.382,210.6,,,,,,
6.2,0.99,7.334,242.4,,,,,,
8.9,0.99,11.035,315.2,,,,,,
6.7,0.99,10.401,323.2,,,,,,
4.9,0.99,10.559,317.0,,,,,,
3.6,1.0,13.175,330.0,,,,,,
2.7,1.0,13.633,329.1,,,,,,
1.4,1.0,15.165,335.4,,,,,,
0.4,1.0,11.231,326.6,,,,,,
-0.6,1.0,12.897,317.7,,,,,,
-1.3,1.0,14.335,310.7,,,,,,
-2.0,1.0,12.912,312.2,,,,,,
-2.6,1.0,13.926,307.9,,,,,,
-3.2,1.0,14.054,307.7,,,,,,
-3.5,1.01,14.191,302.4,,,,,,
-3.3,1.01,13.138,307.7,,,,,,
-2.6,1.01,13.437,308.1,,,,,,
-1.7,1.01,12.751,303.4,,,,,,
-0.8,1.01,12.433,300.4,,,,,,
-0.0,1.01,10.791,300.0,,,,,,
1.0,1.01,10.773,302.7,,,,,,
1.9,1.01,10.025,303.4,,,,,,
2.2,1.01,10.034,303.9,,,,,,
2.3,1.01,10.794,307.0,,,,,,
2.4,1.01,9.79,308.2,,,,,,
2.2,1.01,9.552,310.8,,,,,,
2.1,1.01,8.316,310.4,,,,,,
1.5,1.01,8.612,314.6,,,,,,
1.1,1.01,7.495,323.9,,,,,,
0.8,1.01,6.436,333.4,,,,,,
0.6,1.01,4.361,18.9,,,,,,
0.4,1.01,4.66,37.8,,,,,,
0.8,1.01,4.416,50.2,,,,,,
1.0,1.01,4.346,76.0,,,,,,
0.9,1.01,5.414,93.3,,,,,,
1.1,1.01,6.272,109.6,,,,,,
1.3,1.01,6.671,121.8,,,,,,
1.7,1.01,7.596,140.0,,,,,,
2.0,1.01,8.658,150.6,,,,,,
2.6,1.01,8.933,161.5,,,,,,
3.0,1.01,9.903,169.2,,,,,,
3.4,1.01,10.703,172.7,,,,,,
3.7,1.01,11.805,174.6,,,,,,
3.8,1.01,12.516,176.1,,,,,,
3.9,1.01,12.775,176.9,,,,,,
4.2,1.01,12.116,175.7,,,,,,
4.6,1.01,15.152,181.5,,,,,,
4.7,1.01,16.144,179.6,,,,,,
4.9,1.01,15.107,180.8,,,,,,
5.1,1.01,14.286,188.0,,,,,,
5.2,1.0,16.108,189.3,,,,,,
4.9,1.0,15.189,191.9,,,,,,
5.1,1.0,15.567,194.3,,,,,,
5.2,1.0,15.412,197.1,,,,,,
5.5,1.0,16.474,200.3,,,,,,
5.5,1.0,14.298,200.9,,,,,,
5.7,1.0,12.87,204.8,,,,,,
5.6,1.0,12.305,207.1,,,,,,
5.5,1.0,10.926,213.0,,,,,,
5.2,1.0,10.566,215.5,,,,,,
5.2,1.0,9.046,221.3,,,,,,
5.0,1.0,8.551,233.1,,,,,,
5.3,1.0,7.642,243.3,,,,,,
5.5,1.0,4.285,253.3,,,,,,
6.6,1.0,3.168,328.3,,,,,,
6.6,1.0,1.856,225.0,,,,,,
7.5,1.0,3.848,222.7,,,,,,
7.6,1.0,4.923,225.6,,,,,,
7.8,1.0,5.029,211.4,,,,,,
7.9,1.0,6.226,202.2,,,,,,
8.0,1.0,6.937,202.8,,,,,,
8.2,1.0,7.62,210.0,,,,,,
8.8,1.0,8.109,218.0,,,,,,
8.4,1.01,6.464,206.5,,,,,,
8.0,1.01,5.347,205.0,,,,,,
7.7,1.01,5.42,204.6,,,,,,
7.2,1.01,3.806,196.0,,,,,,
7.1,1.01,3.626,189.8,,,,,,
6.0,1.01,3.128,142.4,,,,,,
6.1,1.01,2.57,174.7,,,,,,
6.2,1.01,3.101,164.6,,,,,,
5.2,1.01,3.024,124.5,,,,,,
4.4,1.01,2.561,137.1,,,,,,
3.6,1.01,2.826,130.2,,,,,,
4.0,1.0,9.354,147.7,,,,,,
4.4,1.0,11.081,148.5,,,,,,
4.3,1.0,10.813,150.2,,,,,,
4.4,1.0,9.647,137.7,,,,,,
4.6,1.0,9.583,140.5,,,,,,
4.4,1.0,8.002,138.0,,,,,,
4.5,1.0,5.414,125.9,,,,,,
4.3,1.0,3.528,118.3,,,,,,
4.4,1.0,2.112,49.8,,,,,,
4.5,1.0,4.285,28.9,,,,,,
4.6,1.0,5.167,27.8,,,,,,
4.9,1.0,4.453,26.4,,,,,,
5.5,1.0,4.846,25.6,,,,,,
5.2,1.0,3.903,33.1,,,,,,
6.0,1.0,2.817,16.4,,,,,,
6.0,1.0,3.018,24.2,,,,,,
5.8,1.0,3.473,25.0,,,,,,
5.9,1.0,3.195,40.1,,,,,,
5.4,1.0,1.947,60.5,,,,,,
5.5,1.0,1.45,74.8,,,,,,
5.4,1.0,0.565,73.8,,,,,,
5.4,1.0,0.949,246.4,,,,,,
5.1,1.0,2.872,218.5,,,,,,
5.1,1.0,3.806,207.9,,,,,,
5.2,1.0,3.577,214.7,,,,,,
4.9,1.0,4.016,220.1,,,,,,
4.6,1.0,4.013,248.1,,,,,,
2.8,1.0,2.939,268.9,,,,,,
3.0,1.0,2.728,266.0,,,,,,
4.1,1.0,3.275,253.5,,,,,,
4.2,1.0,3.928,241.1,,,,,,
4.8,1.0,4.791,229.8,,,,,,
5.2,1.0,5.548,227.8,,,,,,
6.5,1.0,6.024,220.6,,,,,,
6.8,1.0,6.43,211.6,,,,,,
6.9,1.0,7.355,215.6,,,,,,
6.7,1.0,6.442,210.0,,,,,,
6.8,1.0,8.594,211.7,,,,,,
6.6,1.0,7.95,218.8,,,,,,
6.4,1.0,7.801,221.8,,,,,,
6.2,1.0,6.9,234.3,,,,,,
6.3,1.0,7.004,238.2,,,,,,
6.4,1.0,6.833,260.4,,,,,,
7.2,1.0,6.262,284.4,,,,,,
7.6,1.0,6.168,312.8,,,,,,
6.7,1.0,6.186,346.2,,,,,,
5.9,1.0,6.049,353.7,,,,,,
5.6,1.0,7.904,351.4,,,,,,
4.6,1.0,8.225,6.4,,,,,,
3.1,1.0,8.094,16.0,,,,,,
2.1,1.0,9.037,19.1,,,,,,
2.5,1.0,6.607,11.9,,,,,,
3.4,1.0,5.347,20.4,,,,,,
2.6,1.0,4.81,44.2,,,,,,
3.2,1.0,4.077,51.4,,,,,,
3.5,1.0,3.589,60.5,,,,,,
4.2,1.0,3.735,68.6,,,,,,
4.8,1.0,2.896,116.4,,,,,,
4.5,1.0,3.345,157.5,,,,,,
4.5,1.0,4.791,158.5,,,,,,
4.8,1.01,4.166,140.5,,,,,,
5.4,1.01,1.431,140.6,,,,,,
5.5,1.01,1.453,142.9,,,,,,
5.4,1.01,6.171,9.4,,,,,,
3.9,1.01,10.382,18.2,,,,,,
3.0,1.01,10.193,26.5,,,,,,
2.3,1.01,11.136,22.8,,,,,,
2.0,1.01,10.144,29.4,,,,,,
1.4,1.01,12.131,38.2,,,,,,
1.1,1.01,10.315,46.7,,,,,,
0.9,1.01,9.854,43.6,,,,,,
0.7,1.01,9.015,46.6,,,,,,
0.8,1.01,8.292,53.8,,,,,,
0.9,1.01,8.197,55.4,,,,,,
1.0,1.01,7.721,61.7,,,,,,
0.5,1.01,6.854,82.5,,,,,,
1.3,1.01,8.301,81.6,,,,,,
1.8,1.01,8.106,82.6,,,,,,
2.0,1.01,7.92,84.7,,,,,,
2.1,1.01,9.693,88.3,,,,,,
2.2,1.01,9.735,91.6,,,,,,
2.1,1.01,10.48,89.8,,,,,,
2.0,1.01,11.573,87.5,,,,,,
1.9,1.0,12.741,90.8,,,,,,
1.9,1.0,13.569,88.4,,,,,,
1.8,1.0,12.638,83.9,,,,,,
2.0,1.0,12.351,87.2,,,,,,
2.1,1.0,12.091,80.7,,,,,,
2.2,1.0,13.633,77.6,,,,,,
2.4,1.0,12.928,74.8,,,,,,
2.5,1.0,12.809,70.0,,,,,,
2.6,1.0,11.692,64.8,,,,,,
2.4,1.0,12.366,57.6,,,,,,
2.3,1.0,11.762,50.9,,,,,,
1.9,1.0,10.941,42.4,,,,,,
1.8,1.0,10.627,37.3,,,,,,
1.6,1.0,10.059,33.2,,,,,,
1.6,1.0,9.619,29.7,,,,,,
1.1,1.0,7.84,11.7,,,,,,
0.9,1.0,7.019,5.2,,,,,,
0.8,1.0,6.546,5.2,,,,,,
1.1,1.0,5.695,1.6,,,,,,
1.7,1.0,4.141,347.1,,,,,,
2.3,1.0,3.183,348.8,,,,,,
2.7,1.0,2.213,55.1,,,,,,
2.8,1.0,2.127,135.2,,,,,,
3.0,1.0,2.976,155.8,,,,,,
3.2,1.0,4.077,174.9,,,,,,
3.6,1.0,4.16,175.1,,,,,,
3.6,1.0,5.033,178.5,,,,,,
3.8,1.0,4.501,189.0,,,,,,
4.0,1.0,3.848,176.3,,,,,,
4.0,1.0,3.809,166.0,,,,,,
4.0,1.0,3.919,163.9,,,,,,
4.2,1.0,3.946,164.6,,,,,,
4.3,1.0,3.339,197.2,,,,,,
4.5,1.0,5.213,172.9,,,,,,
4.5,1.0,4.541,183.4,,,,,,
4.4,1.0,3.562,232.4,,,,,,
4.5,1.0,4.73,216.7,,,,,,
4.2,1.0,2.582,214.0,,,,,,
4.4,1.0,2.86,243.5,,,,,,
3.9,1.0,4.48,304.1,,,,,,
4.2,1.0,1.123,337.1,,,,,,
3.8,1.0,3.272,253.9,,,,,,
5.1,1.0,8.829,255.6,,,,,,
6.3,1.0,2.045,254.1,,,,,,
5.8,1.0,4.508,228.1,,,,,,
5.2,1.0,6.879,275.6,,,,,,
6.0,1.0,2.429,250.4,,,,,,
6.9,1.0,2.744,260.0,,,,,,
8.5,1.0,7.291,271.5,,,,,,
7.4,1.0,11.225,282.0,,,,,,
9.1,1.0,9.662,307.8,,,,,,
7.1,1.01,6.522,316.5,,,,,,
6.6,1.01,6.995,317.6,,,,,,
5.5,1.01,5.982,327.7,,,,,,
5.3,1.01,7.355,321.1,,,,,,
4.7,1.01,8.228,332.6,,,,,,
4.2,1.01,7.84,337.6,,,,,,
3.8,1.01,7.987,339.2,,,,,,
3.5,1.01,8.39,347.0,,,,,,
3.3,1.01,7.212,352.6,,,,,,
3.0,1.01,5.133,354.7,,,,,,
2.7,1.01,5.551,348.1,,,,,,
2.5,1.01,5.072,358.2,,,,,,
0.9,1.01,4.138,43.7,,,,,,
1.7,1.01,4.337,30.2,,,,,,
1.8,1.02,5.005,40.5,,,,,,
2.2,1.02,3.72,49.1,,,,,,
2.4,1.02,3.287,70.7,,,,,,
3.0,1.02,3.119,97.8,,,,,,
3.4,1.02,4.352,125.5,,,,,,
3.7,1.02,5.042,137.8,,,,,,
3.6,1.02,5.997,147.9,,,,,,
3.9,1.02,5.554,155.6,,,,,,
3.6,1.02,5.67,159.6,,,,,,
3.1,1.02,5.93,164.0,,,,,,
3.4,1.02,5.521,169.4,,,,,,
3.1,1.02,6.54,161.9,,,,,,
3.4,1.02,4.993,175.2,,,,,,
3.3,1.02,4.63,179.2,,,,,,
2.9,1.02,4.114,173.3,,,,,,
2.3,1.02,6.293,192.4,,,,,,
3.1,1.02,6.885,191.3,,,,,,
3.1,1.02,6.11,197.3,,,,,,
3.6,1.02,6.702,184.6,,,,,,
3.5,1.02,6.693,188.8,,,,,,
3.1,1.02,8.765,193.8,,,,,,
3.4,1.02,8.213,188.5,,,,,,
3.2,1.02,8.374,182.1,,,,,,
3.3,1.02,10.849,204.8,,,,,,
3.7,1.02,10.648,191.2,,,,,,
4.1,1.01,9.812,189.2,,,,,,
4.2,1.01,10.855,186.4,,,,,,
4.6,1.01,11.628,188.2,,,,,,
5.0,1.01,12.558,182.9,,,,,,
5.8,1.01,12.833,178.2,,,,,,
6.5,1.01,17.545,188.2,,,,,,
6.6,1.01,14.377,179.4,,,,,,
6.8,1.01,16.559,186.7,,,,,,
7.4,1.01,17.28,189.2,,,,,,
7.5,1.0,18.827,193.7,,,,,,
7.7,1.0,18.262,198.4,,,,,,
8.0,1.0,17.508,202.5,,,,,,
8.1,1.0,16.993,204.6,,,,,,
8.1,1.0,17.496,211.1,,,,,,
8.4,1.0,14.524,218.3,,,,,,
9.2,1.0,12.806,233.2,,,,,,
10.4,1.0,9.952,265.6,,,,,,
10.1,1.0,10.178,315.8,,,,,,
9.4,1.0,7.807,301.1,,,,,,
8.4,1.01,10.486,306.5,,,,,,
7.9,1.01,11.032,305.9,,,,,,
7.8,1.01,6.418,304.3,,,,,,
8.0,1.01,5.408,317.7,,,,,,
8.3,1.01,5.203,311.6,,,,,,
8.9,1.01,6.732,290.9,,,,,,
10.0,1.01,7.175,297.9,,,,,,
9.3,1.01,5.524,298.7,,,,,,
11.2,1.01,10.202,297.9,,,,,,
11.5,1.01,7.273,306.3,,,,,,
12.1,1.01,6.784,314.5,,,,,,
11.6,1.01,8.405,344.3,,,,,,
11.9,1.01,9.723,339.9,,,,,,
11.3,1.01,9.217,330.0,,,,,,
10.2,1.01,8.777,335.1,,,,,,
9.0,1.01,8.277,353.1,,,,,,
7.7,1.01,8.106,358.9,,,,,,
7.1,1.01,7.974,1.1,,,,,,
6.7,1.02,9.009,4.2,,,,,,
5.8,1.02,8.423,29.2,,,,,,
5.4,1.02,6.763,50.4,,,,,,
4.8,1.02,8.399,41.9,,,,,,
4.4,1.02,7.654,44.8,,,,,,
4.0,1.02,6.256,49.7,,,,,,
3.8,1.02,6.598,53.9,,,,,,
3.8,1.02,5.826,60.4,,,,,,
3.8,1.02,5.133,65.2,,,,,,
4.0,1.02,5.148,82.7,,,,,,
4.3,1.02,4.08,86.3,,,,,,
4.5,1.02,5.896,105.2,,,,,,
4.7,1.02,6.146,121.6,,,,,,
5.1,1.02,5.814,129.5,,,,,,
5.2,1.02,6.742,138.5,,,,,,
5.5,1.02,7.379,149.6,,,,,,
5.7,1.01,7.791,152.8,,,,,,
5.9,1.01,9.122,157.9,,,,,,
6.0,1.01,10.788,164.9,,,,,,
6.1,1.01,9.696,155.7,,,,,,
