Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1397487,-,-,-,43.77,-69.3,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2013,1,1,0,30,0,0,0,0,0.8669000267982483,3.3000000000000003,83.95,2,1000.0
2013,1,1,1,30,0,0,0,0,0.8669000267982483,3.4000000000000004,84.94,2,1000.0
2013,1,1,2,30,0,0,0,0,0.8669000267982483,3.6,86.01,2,1000.0
2013,1,1,3,30,0,0,0,0,0.8669000267982483,3.8000000000000003,86.58,2,1000.0
2013,1,1,4,30,0,0,0,0,0.8669000267982483,3.9000000000000004,92.89,1,1000.0
2013,1,1,5,30,0,0,0,0,0.8669000267982483,3.9000000000000004,91.05,1,1000.0
2013,1,1,6,30,0,0,0,0,0.8669000267982483,3.9000000000000004,88.89,1,1000.0
2013,1,1,7,30,15,0,15,0,0.8669000267982483,4.0,87.67,1,1000.0
2013,1,1,8,30,53,581,156,-1,0.8669000267982483,4.3,91.33,0,1000.0
2013,1,1,9,30,71,757,291,-2,0.8669000267982483,4.6000000000000005,84.84,0,1000.0
2013,1,1,10,30,80,841,386,-3,0.8669000267982483,4.800000000000001,77.98,0,1000.0
2013,1,1,11,30,84,873,428,-4,0.8669000267982483,4.800000000000001,77.85000000000001,-1,1000.0
2013,1,1,12,30,82,865,411,-5,0.8669000267982483,4.7,79.68,-2,1000.0
2013,1,1,13,30,73,818,337,-5,0.8669000267982483,4.6000000000000005,83.58,-3,1000.0
2013,1,1,14,30,49,590,181,-5,0.8669000267982483,4.6000000000000005,82.31,-3,1000.0
2013,1,1,15,30,32,309,60,-5,0.8669000267982483,4.6000000000000005,81.13,-3,1000.0
2013,1,1,16,30,0,0,0,-6,0.8669000267982483,4.6000000000000005,85.31,-4,1000.0
2013,1,1,17,30,0,0,0,-6,0.8669000267982483,4.5,82.26,-4,1010.0
2013,1,1,18,30,0,0,0,-7,0.8669000267982483,4.4,85.71000000000001,-5,1010.0
2013,1,1,19,30,0,0,0,-7,0.8669000267982483,4.3,83.49,-5,1010.0
2013,1,1,20,30,0,0,0,-7,0.8669000267982483,4.2,88.32000000000001,-6,1010.0
2013,1,1,21,30,0,0,0,-7,0.8669000267982483,4.2,87.4,-6,1010.0
2013,1,1,22,30,0,0,0,-7,0.8669000267982483,4.2,86.3,-6,1010.0
2013,1,1,23,30,0,0,0,-8,0.8669000267982483,4.3,91.67,-7,1010.0
2013,1,2,0,30,0,0,0,-8,0.8669000267982483,4.1000000000000005,90.60000000000001,-7,1010.0
2013,1,2,1,30,0,0,0,-8,0.8669000267982483,4.0,97.11,-8,1010.0
2013,1,2,2,30,0,0,0,-8,0.8669000267982483,3.8000000000000003,96.58,-8,1010.0
2013,1,2,3,30,0,0,0,-8,0.8669000267982483,3.6,96.03,-8,1010.0
2013,1,2,4,30,0,0,0,-8,0.8669000267982483,3.6,95.58,-8,1010.0
2013,1,2,5,30,0,0,0,-8,0.8669000267982483,3.6,95.44,-8,1010.0
2013,1,2,6,30,0,0,0,-8,0.8669000267982483,3.6,95.55,-8,1010.0
2013,1,2,7,30,18,0,18,-8,0.8669000267982483,3.4000000000000004,88.83,-7,1010.0
2013,1,2,8,30,52,398,123,-8,0.8669000267982483,3.1,83.62,-6,1010.0
2013,1,2,9,30,53,707,258,-7,0.8669000267982483,3.0,80.97,-5,1010.0
2013,1,2,10,30,62,754,337,-7,0.8669000267982483,3.1,78.87,-4,1010.0
2013,1,2,11,30,81,885,431,-6,0.8669000267982483,3.4000000000000004,82.18,-4,1010.0
2013,1,2,12,30,100,589,325,-6,0.8669000267982483,3.8000000000000003,84.16,-4,1010.0
2013,1,2,13,30,79,593,271,-6,0.8669000267982483,4.3,84.33,-4,1010.0
2013,1,2,14,30,49,598,183,-6,0.8669000267982483,4.7,82.43,-4,1010.0
2013,1,2,15,30,32,333,63,-6,0.8669000267982483,4.9,85.95,-5,1010.0
2013,1,2,16,30,0,0,0,-7,0.8669000267982483,4.9,88.33,-6,1010.0
2013,1,2,17,30,0,0,0,-8,0.8669000267982483,4.800000000000001,90.62,-7,1010.0
2013,1,2,18,30,0,0,0,-8,0.8669000267982483,4.7,94.09,-8,1010.0
2013,1,2,19,30,0,0,0,-9,0.8669000267982483,4.6000000000000005,91.81,-8,1010.0
2013,1,2,20,30,0,0,0,-9,0.8669000267982483,4.4,98.60000000000001,-9,1010.0
2013,1,2,21,30,0,0,0,-9,0.8669000267982483,4.1000000000000005,98.41,-9,1010.0
2013,1,2,22,30,0,0,0,-10,0.8669000267982483,4.0,100.0,-10,1010.0
2013,1,2,23,30,0,0,0,-10,0.8669000267982483,3.8000000000000003,100.0,-10,1010.0
2013,1,3,0,30,0,0,0,-10,0.8669000267982483,3.7,100.0,-10,1010.0
2013,1,3,1,30,0,0,0,-10,0.8669000267982483,3.6,100.0,-10,1010.0
2013,1,3,2,30,0,0,0,-11,0.8669000267982483,3.4000000000000004,100.0,-11,1010.0
2013,1,3,3,30,0,0,0,-11,0.8669000267982483,3.3000000000000003,100.0,-11,1010.0
2013,1,3,4,30,0,0,0,-10,0.8669000267982483,3.2,100.0,-10,1010.0
2013,1,3,5,30,0,0,0,-10,0.8669000267982483,3.1,100.0,-10,1010.0
2013,1,3,6,30,0,0,0,-10,0.8669000267982483,3.0,100.0,-10,1010.0
2013,1,3,7,30,18,0,18,-9,0.8669000267982483,2.9000000000000004,98.22,-9,1020.0
2013,1,3,8,30,52,397,123,-9,0.8669000267982483,2.7,91.97,-8,1010.0
2013,1,3,9,30,60,826,300,-8,0.8669000267982483,2.5,86.58,-7,1010.0
2013,1,3,10,30,61,760,339,-8,0.8669000267982483,2.3000000000000003,81.37,-6,1010.0
2013,1,3,11,30,64,780,375,-8,0.8669000267982483,2.3000000000000003,77.45,-5,1010.0
2013,1,3,12,30,64,766,358,-7,0.8669000267982483,2.3000000000000003,80.38,-5,1010.0
2013,1,3,13,30,72,816,338,-7,0.8669000267982483,2.4000000000000004,76.65,-4,1010.0
2013,1,3,14,30,51,578,183,-7,0.8669000267982483,2.4000000000000004,77.95,-4,1010.0
2013,1,3,15,30,33,301,62,-7,0.8669000267982483,2.6,77.72,-4,1010.0
2013,1,3,16,30,0,0,0,-7,0.8669000267982483,2.9000000000000004,82.51,-5,1010.0
2013,1,3,17,30,0,0,0,-7,0.8669000267982483,3.1,82.44,-5,1010.0
2013,1,3,18,30,0,0,0,-7,0.8669000267982483,3.0,81.65,-5,1010.0
2013,1,3,19,30,0,0,0,-7,0.8669000267982483,2.9000000000000004,80.24,-5,1010.0
2013,1,3,20,30,0,0,0,-8,0.8669000267982483,2.8000000000000003,78.7,-5,1010.0
2013,1,3,21,30,0,0,0,-8,0.8669000267982483,2.7,77.42,-5,1010.0
2013,1,3,22,30,0,0,0,-8,0.8669000267982483,2.7,77.76,-5,1010.0
2013,1,3,23,30,0,0,0,-7,0.8669000267982483,2.8000000000000003,80.01,-5,1010.0
2013,1,4,0,30,0,0,0,-7,0.8669000267982483,2.8000000000000003,77.36,-4,1010.0
2013,1,4,1,30,0,0,0,-6,0.8669000267982483,3.0,81.39,-4,1010.0
2013,1,4,2,30,0,0,0,-5,0.8669000267982483,3.2,80.27,-3,1010.0
2013,1,4,3,30,0,0,0,-5,0.8669000267982483,3.4000000000000004,85.99,-3,1010.0
2013,1,4,4,30,0,0,0,-4,0.8669000267982483,3.5,85.22,-2,1010.0
2013,1,4,5,30,0,0,0,-3,0.8669000267982483,3.4000000000000004,88.93,-2,1010.0
2013,1,4,6,30,0,0,0,-3,0.8669000267982483,3.2,84.51,-1,1010.0
2013,1,4,7,30,14,0,14,-3,0.8669000267982483,3.2,79.32000000000001,0,1010.0
2013,1,4,8,30,67,65,78,-2,0.8669000267982483,3.2,81.54,0,1010.0
2013,1,4,9,30,104,3,105,-2,0.8669000267982483,3.3000000000000003,84.8,0,1010.0
2013,1,4,10,30,148,250,240,-1,0.8669000267982483,3.4000000000000004,87.25,0,1010.0
2013,1,4,11,30,158,33,171,-1,0.8669000267982483,3.5,83.38,1,1000.0
2013,1,4,12,30,151,30,163,-1,0.8669000267982483,3.8000000000000003,79.39,2,1000.0
2013,1,4,13,30,124,20,130,0,0.8669000267982483,4.2,80.60000000000001,2,1000.0
2013,1,4,14,30,84,238,139,0,0.8669000267982483,4.4,82.24,2,1000.0
2013,1,4,15,30,37,87,46,0,0.8669000267982483,4.4,84.24,2,1000.0
2013,1,4,16,30,0,0,0,0,0.8669000267982483,4.1000000000000005,85.55,2,1000.0
2013,1,4,17,30,0,0,0,0,0.8669000267982483,4.0,86.3,2,1000.0
2013,1,4,18,30,0,0,0,0,0.8669000267982483,3.8000000000000003,86.42,2,1000.0
2013,1,4,19,30,0,0,0,0,0.8669000267982483,3.7,86.23,2,1000.0
2013,1,4,20,30,0,0,0,0,0.8669000267982483,3.6,85.43,2,1000.0
2013,1,4,21,30,0,0,0,0,0.8669000267982483,3.6,85.18,2,1000.0
2013,1,4,22,30,0,0,0,0,0.8669000267982483,3.6,84.86,2,1000.0
2013,1,4,23,30,0,0,0,0,0.8669000267982483,3.5,84.44,2,1000.0
2013,1,5,0,30,0,0,0,0,0.8669000267982483,3.5,83.29,2,1000.0
2013,1,5,1,30,0,0,0,0,0.8669000267982483,3.5,81.99,2,1000.0
2013,1,5,2,30,0,0,0,0,0.8669000267982483,3.7,81.57000000000001,2,1000.0
2013,1,5,3,30,0,0,0,0,0.8669000267982483,3.8000000000000003,81.7,2,1000.0
2013,1,5,4,30,0,0,0,0,0.8669000267982483,3.9000000000000004,81.97,2,1010.0
2013,1,5,5,30,0,0,0,0,0.8669000267982483,4.1000000000000005,89.46000000000001,1,1010.0
2013,1,5,6,30,0,0,0,0,0.8669000267982483,4.2,90.71000000000001,1,1010.0
2013,1,5,7,30,17,0,17,0,0.8669000267982483,4.3,88.97,1,1010.0
2013,1,5,8,30,49,630,162,-1,0.8669000267982483,4.4,84.3,1,1010.0
2013,1,5,9,30,68,780,297,-2,0.8669000267982483,4.6000000000000005,85.72,0,1010.0
2013,1,5,10,30,81,840,391,-3,0.8669000267982483,4.7,80.2,0,1010.0
2013,1,5,11,30,87,861,432,-3,0.8669000267982483,4.6000000000000005,76.88,0,1010.0
2013,1,5,12,30,84,858,417,-3,0.8669000267982483,4.3,74.51,0,1020.0
2013,1,5,13,30,73,825,345,-4,0.8669000267982483,4.0,73.35000000000001,0,1020.0
2013,1,5,14,30,57,730,226,-4,0.8669000267982483,3.6,72.81,0,1020.0
2013,1,5,15,30,32,496,82,-4,0.8669000267982483,3.2,71.75,0,1020.0
2013,1,5,16,30,0,0,0,-5,0.8669000267982483,3.0,73.8,-1,1020.0
2013,1,5,17,30,0,0,0,-5,0.8669000267982483,2.9000000000000004,76.22,-2,1020.0
2013,1,5,18,30,0,0,0,-6,0.8669000267982483,2.7,73.32000000000001,-2,1020.0
2013,1,5,19,30,0,0,0,-6,0.8669000267982483,2.4000000000000004,76.01,-3,1020.0
2013,1,5,20,30,0,0,0,-7,0.8669000267982483,2.1,73.14,-3,1020.0
2013,1,5,21,30,0,0,0,-7,0.8669000267982483,1.9000000000000001,69.98,-3,1020.0
2013,1,5,22,30,0,0,0,-8,0.8669000267982483,1.8,67.16,-3,1020.0
2013,1,5,23,30,0,0,0,-8,0.8669000267982483,1.5,64.6,-3,1020.0
2013,1,6,0,30,0,0,0,-9,0.8669000267982483,1.4000000000000001,56.34,-2,1020.0
2013,1,6,1,30,0,0,0,-9,0.8669000267982483,1.4000000000000001,57.5,-2,1020.0
2013,1,6,2,30,0,0,0,-8,0.8669000267982483,1.3,57.76,-1,1020.0
2013,1,6,3,30,0,0,0,-7,0.8669000267982483,1.1,58.9,0,1020.0
2013,1,6,4,30,0,0,0,-5,0.8669000267982483,1.3,64.12,0,1020.0
2013,1,6,5,30,0,0,0,-4,0.8669000267982483,1.6,73.66,0,1020.0
2013,1,6,6,30,0,0,0,-2,0.8669000267982483,2.0,78.22,1,1010.0
2013,1,6,7,30,3,0,3,0,0.8669000267982483,2.4000000000000004,87.0,1,1010.0
2013,1,6,8,30,20,0,20,0,0.8669000267982483,2.7,92.39,1,1010.0
2013,1,6,9,30,118,77,141,0,0.8669000267982483,2.9000000000000004,93.64,1,1010.0
2013,1,6,10,30,144,29,154,0,0.8669000267982483,2.8000000000000003,92.75,1,1010.0
2013,1,6,11,30,148,497,348,0,0.8669000267982483,2.6,92.60000000000001,1,1010.0
2013,1,6,12,30,139,396,294,0,0.8669000267982483,2.4000000000000004,86.55,2,1010.0
2013,1,6,13,30,95,693,326,0,0.8669000267982483,2.4000000000000004,86.72,2,1010.0
2013,1,6,14,30,76,572,210,0,0.8669000267982483,2.3000000000000003,93.13,1,1010.0
2013,1,6,15,30,40,316,73,0,0.8669000267982483,2.3000000000000003,91.41,1,1010.0
2013,1,6,16,30,0,0,0,0,0.8669000267982483,2.2,95.03,0,1010.0
2013,1,6,17,30,0,0,0,0,0.8669000267982483,1.8,93.28,0,1010.0
2013,1,6,18,30,0,0,0,-1,0.8669000267982483,1.3,91.88,0,1010.0
2013,1,6,19,30,0,0,0,-1,0.8669000267982483,0.9,84.58,1,1010.0
2013,1,6,20,30,0,0,0,-1,0.8669000267982483,0.7000000000000001,84.41,1,1010.0
2013,1,6,21,30,0,0,0,-1,0.8669000267982483,0.7000000000000001,85.07000000000001,1,1010.0
2013,1,6,22,30,0,0,0,-1,0.8669000267982483,0.8,86.31,1,1010.0
2013,1,6,23,30,0,0,0,0,0.8669000267982483,1.2000000000000002,87.94,1,1010.0
2013,1,7,0,30,0,0,0,0,0.8669000267982483,1.7000000000000002,96.59,0,1010.0
2013,1,7,1,30,0,0,0,0,0.8669000267982483,2.5,97.12,0,1010.0
2013,1,7,2,30,0,0,0,0,0.8669000267982483,3.2,95.56,0,1010.0
2013,1,7,3,30,0,0,0,-1,0.8669000267982483,3.6,92.26,0,1010.0
2013,1,7,4,30,0,0,0,-1,0.8669000267982483,3.8000000000000003,94.49,-1,1010.0
2013,1,7,5,30,0,0,0,-2,0.8669000267982483,3.9000000000000004,95.07000000000001,-2,1020.0
2013,1,7,6,30,0,0,0,-3,0.8669000267982483,3.9000000000000004,88.10000000000001,-2,1020.0
2013,1,7,7,30,15,0,15,-4,0.8669000267982483,3.8000000000000003,89.99,-3,1020.0
2013,1,7,8,30,58,322,117,-4,0.8669000267982483,3.6,87.26,-3,1020.0
2013,1,7,9,30,57,680,258,-5,0.8669000267982483,3.5,84.96000000000001,-3,1020.0
2013,1,7,10,30,116,481,294,-5,0.8669000267982483,3.2,83.41,-3,1020.0
2013,1,7,11,30,93,843,434,-5,0.8669000267982483,2.9000000000000004,82.89,-3,1020.0
2013,1,7,12,30,88,844,419,-5,0.8669000267982483,2.7,82.81,-3,1020.0
2013,1,7,13,30,76,811,349,-5,0.8669000267982483,2.5,82.75,-3,1020.0
2013,1,7,14,30,60,714,230,-5,0.8669000267982483,2.3000000000000003,82.56,-3,1020.0
2013,1,7,15,30,34,482,85,-5,0.8669000267982483,2.2,80.73,-3,1030.0
2013,1,7,16,30,0,0,0,-6,0.8669000267982483,2.0,83.95,-4,1030.0
2013,1,7,17,30,0,0,0,-6,0.8669000267982483,1.6,80.28,-4,1030.0
2013,1,7,18,30,0,0,0,-7,0.8669000267982483,1.2000000000000002,74.0,-4,1030.0
2013,1,7,19,30,0,0,0,-8,0.8669000267982483,1.5,63.660000000000004,-3,1030.0
2013,1,7,20,30,0,0,0,-8,0.8669000267982483,2.1,67.6,-3,1030.0
2013,1,7,21,30,0,0,0,-6,0.8669000267982483,2.7,72.08,-2,1020.0
2013,1,7,22,30,0,0,0,-4,0.8669000267982483,3.3000000000000003,75.67,-1,1020.0
2013,1,7,23,30,0,0,0,-3,0.8669000267982483,3.8000000000000003,78.89,0,1020.0
2013,1,8,0,30,0,0,0,-1,0.8669000267982483,4.1000000000000005,81.79,1,1020.0
2013,1,8,1,30,0,0,0,0,0.8669000267982483,4.3,80.69,2,1020.0
2013,1,8,2,30,0,0,0,0,0.8669000267982483,4.7,82.92,2,1020.0
2013,1,8,3,30,0,0,0,0,0.8669000267982483,5.0,78.56,3,1020.0
2013,1,8,4,30,0,0,0,0,0.8669000267982483,5.1000000000000005,79.71000000000001,3,1020.0
2013,1,8,5,30,0,0,0,0,0.8669000267982483,5.1000000000000005,81.29,3,1020.0
2013,1,8,6,30,0,0,0,0,0.8669000267982483,4.9,82.92,3,1020.0
2013,1,8,7,30,20,0,20,0,0.8669000267982483,4.6000000000000005,84.25,3,1020.0
2013,1,8,8,30,47,489,136,0,0.8669000267982483,4.5,84.89,3,1020.0
2013,1,8,9,30,63,640,253,0,0.8669000267982483,4.2,84.53,3,1020.0
2013,1,8,10,30,74,698,335,0,0.8669000267982483,3.9000000000000004,84.47,3,1020.0
2013,1,8,11,30,65,790,386,0,0.8669000267982483,3.5,79.48,4,1020.0
2013,1,8,12,30,68,756,367,0,0.8669000267982483,3.3000000000000003,80.43,4,1020.0
2013,1,8,13,30,68,682,299,1,0.8669000267982483,3.0,81.71000000000001,4,1020.0
2013,1,8,14,30,56,567,193,1,0.8669000267982483,2.8000000000000003,83.45,4,1020.0
2013,1,8,15,30,41,187,61,1,0.8669000267982483,2.8000000000000003,89.93,3,1020.0
2013,1,8,16,30,0,0,0,1,0.8669000267982483,2.9000000000000004,88.69,3,1020.0
2013,1,8,17,30,0,0,0,1,0.8669000267982483,3.0,88.39,3,1020.0
2013,1,8,18,30,0,0,0,1,0.8669000267982483,2.9000000000000004,87.37,3,1020.0
2013,1,8,19,30,0,0,0,0,0.8669000267982483,2.8000000000000003,91.83,2,1020.0
2013,1,8,20,30,0,0,0,0,0.8669000267982483,2.6,89.33,2,1020.0
2013,1,8,21,30,0,0,0,0,0.8669000267982483,2.5,92.46000000000001,1,1020.0
2013,1,8,22,30,0,0,0,0,0.8669000267982483,2.4000000000000004,89.25,1,1020.0
2013,1,8,23,30,0,0,0,0,0.8669000267982483,2.3000000000000003,86.73,1,1020.0
2013,1,9,0,30,0,0,0,-1,0.8669000267982483,2.3000000000000003,91.24,0,1020.0
2013,1,9,1,30,0,0,0,-1,0.8669000267982483,2.2,89.65,0,1030.0
2013,1,9,2,30,0,0,0,-1,0.8669000267982483,2.1,88.7,0,1030.0
2013,1,9,3,30,0,0,0,-1,0.8669000267982483,2.0,88.37,0,1020.0
2013,1,9,4,30,0,0,0,-1,0.8669000267982483,1.9000000000000001,88.75,0,1020.0
2013,1,9,5,30,0,0,0,-1,0.8669000267982483,1.8,88.03,0,1030.0
2013,1,9,6,30,0,0,0,-1,0.8669000267982483,1.6,87.74,0,1030.0
2013,1,9,7,30,24,0,24,-1,0.8669000267982483,1.4000000000000001,82.16,1,1030.0
2013,1,9,8,30,53,581,160,-1,0.8669000267982483,1.3,79.77,2,1030.0
2013,1,9,9,30,100,379,213,0,0.8669000267982483,1.6,78.63,3,1020.0
2013,1,9,10,30,131,402,281,0,0.8669000267982483,2.0,77.58,4,1020.0
2013,1,9,11,30,176,155,240,1,0.8669000267982483,2.3000000000000003,75.7,5,1020.0
2013,1,9,12,30,161,270,268,1,0.8669000267982483,2.6,78.19,5,1020.0
2013,1,9,13,30,140,74,165,1,0.8669000267982483,2.9000000000000004,79.53,5,1020.0
2013,1,9,14,30,94,53,107,1,0.8669000267982483,3.3000000000000003,80.21000000000001,5,1020.0
2013,1,9,15,30,40,28,43,2,0.8669000267982483,3.5,81.72,5,1020.0
2013,1,9,16,30,0,0,0,2,0.8669000267982483,3.5,85.26,5,1010.0
2013,1,9,17,30,0,0,0,3,0.8669000267982483,3.7,90.88,5,1010.0
2013,1,9,18,30,0,0,0,4,0.8669000267982483,3.9000000000000004,97.78,5,1010.0
2013,1,9,19,30,0,0,0,5,0.8669000267982483,4.3,95.4,6,1010.0
2013,1,9,20,30,0,0,0,4,0.8669000267982483,4.5,100.0,5,1010.0
2013,1,9,21,30,0,0,0,4,0.8669000267982483,4.4,100.0,4,1010.0
2013,1,9,22,30,0,0,0,3,0.8669000267982483,4.1000000000000005,96.17,4,1010.0
2013,1,9,23,30,0,0,0,2,0.8669000267982483,3.9000000000000004,93.01,4,1010.0
2013,1,10,0,30,0,0,0,2,0.8669000267982483,3.7,91.04,4,1010.0
2013,1,10,1,30,0,0,0,2,0.8669000267982483,3.8000000000000003,89.87,4,1010.0
2013,1,10,2,30,0,0,0,2,0.8669000267982483,4.1000000000000005,89.28,4,1010.0
2013,1,10,3,30,0,0,0,1,0.8669000267982483,4.5,92.37,3,1010.0
2013,1,10,4,30,0,0,0,1,0.8669000267982483,4.7,90.16,3,1010.0
2013,1,10,5,30,0,0,0,1,0.8669000267982483,4.800000000000001,88.73,3,1010.0
2013,1,10,6,30,0,0,0,1,0.8669000267982483,4.6000000000000005,87.95,3,1020.0
2013,1,10,7,30,16,247,26,1,0.8669000267982483,4.5,87.66,3,1020.0
2013,1,10,8,30,49,627,164,1,0.8669000267982483,4.3,88.37,3,1020.0
2013,1,10,9,30,68,770,299,1,0.8669000267982483,4.4,83.03,4,1020.0
2013,1,10,10,30,83,820,392,1,0.8669000267982483,4.7,83.44,4,1020.0
2013,1,10,11,30,85,853,436,1,0.8669000267982483,5.0,82.99,4,1020.0
2013,1,10,12,30,82,856,424,1,0.8669000267982483,5.0,75.72,5,1020.0
2013,1,10,13,30,76,807,353,0,0.8669000267982483,4.9,80.41,4,1020.0
2013,1,10,14,30,60,717,237,0,0.8669000267982483,4.7,80.08,4,1020.0
2013,1,10,15,30,35,500,92,0,0.8669000267982483,4.6000000000000005,85.52,3,1020.0
2013,1,10,16,30,0,0,0,0,0.8669000267982483,4.5,84.96000000000001,3,1020.0
2013,1,10,17,30,0,0,0,0,0.8669000267982483,4.6000000000000005,83.63,3,1030.0
2013,1,10,18,30,0,0,0,0,0.8669000267982483,4.5,87.06,2,1030.0
2013,1,10,19,30,0,0,0,0,0.8669000267982483,4.4,84.14,2,1030.0
2013,1,10,20,30,0,0,0,0,0.8669000267982483,4.1000000000000005,88.23,1,1030.0
2013,1,10,21,30,0,0,0,-1,0.8669000267982483,3.7,86.04,1,1030.0
2013,1,10,22,30,0,0,0,-1,0.8669000267982483,3.4000000000000004,84.34,1,1030.0
2013,1,10,23,30,0,0,0,-1,0.8669000267982483,3.2,89.29,0,1030.0
2013,1,11,0,30,0,0,0,-1,0.8669000267982483,3.0,88.33,0,1030.0
2013,1,11,1,30,0,0,0,-1,0.8669000267982483,3.0,86.86,0,1030.0
2013,1,11,2,30,0,0,0,-2,0.8669000267982483,2.9000000000000004,85.2,0,1030.0
2013,1,11,3,30,0,0,0,-2,0.8669000267982483,2.8000000000000003,83.56,0,1030.0
2013,1,11,4,30,0,0,0,-2,0.8669000267982483,2.7,82.06,0,1030.0
2013,1,11,5,30,0,0,0,-2,0.8669000267982483,2.5,80.29,0,1030.0
2013,1,11,6,30,0,0,0,-3,0.8669000267982483,2.4000000000000004,78.92,0,1030.0
2013,1,11,7,30,28,0,28,-3,0.8669000267982483,2.2,77.92,0,1030.0
2013,1,11,8,30,57,360,124,-3,0.8669000267982483,2.0,77.18,0,1030.0
2013,1,11,9,30,70,598,251,-3,0.8669000267982483,1.7000000000000002,76.79,0,1030.0
2013,1,11,10,30,66,746,349,-3,0.8669000267982483,1.4000000000000001,70.35000000000001,1,1030.0
2013,1,11,11,30,74,749,384,-4,0.8669000267982483,1.0,68.58,1,1030.0
2013,1,11,12,30,122,513,329,-4,0.8669000267982483,0.6000000000000001,65.29,1,1030.0
2013,1,11,13,30,79,633,299,-5,0.8669000267982483,0.4,59.17,2,1020.0
2013,1,11,14,30,94,217,148,-4,0.8669000267982483,0.5,65.19,1,1020.0
2013,1,11,15,30,43,66,51,-4,0.8669000267982483,0.6000000000000001,67.08,1,1020.0
2013,1,11,16,30,0,0,0,-4,0.8669000267982483,0.7000000000000001,64.43,1,1020.0
2013,1,11,17,30,0,0,0,-4,0.8669000267982483,1.0,60.800000000000004,2,1020.0
2013,1,11,18,30,0,0,0,-3,0.8669000267982483,1.4000000000000001,65.51,2,1020.0
2013,1,11,19,30,0,0,0,-2,0.009999999776482582,1.8,71.88,2,1020.0
2013,1,11,20,30,0,0,0,-1,0.009999999776482582,2.1,71.57000000000001,3,1020.0
2013,1,11,21,30,0,0,0,0,0.009999999776482582,2.3000000000000003,75.08,3,1020.0
2013,1,11,22,30,0,0,0,0,0.009999999776482582,2.6,78.3,3,1020.0
2013,1,11,23,30,0,0,0,0,0.009999999776482582,2.7,76.15,4,1020.0
2013,1,12,0,30,0,0,0,0,0.009999999776482582,2.7,79.77,4,1020.0
2013,1,12,1,30,0,0,0,1,0.009999999776482582,2.7,83.33,4,1020.0
2013,1,12,2,30,0,0,0,1,0.009999999776482582,2.6,86.11,4,1020.0
2013,1,12,3,30,0,0,0,2,0.009999999776482582,2.5,87.96000000000001,4,1020.0
2013,1,12,4,30,0,0,0,2,0.009999999776482582,2.3000000000000003,83.13,5,1020.0
2013,1,12,5,30,0,0,0,2,0.009999999776482582,1.9000000000000001,83.75,5,1020.0
2013,1,12,6,30,0,0,0,2,0.009999999776482582,1.7000000000000002,84.73,5,1020.0
2013,1,12,7,30,9,0,9,2,0.009999999776482582,1.5,86.04,5,1020.0
2013,1,12,8,30,56,0,56,3,0.009999999776482582,1.3,87.87,5,1020.0
2013,1,12,9,30,65,0,65,3,0.009999999776482582,1.3,89.49,5,1020.0
2013,1,12,10,30,102,0,102,3,0.009999999776482582,1.2000000000000002,91.39,5,1020.0
2013,1,12,11,30,180,115,228,3,0.009999999776482582,1.2000000000000002,92.52,5,1020.0
2013,1,12,12,30,156,25,167,4,0.009999999776482582,1.3,93.78,5,1020.0
2013,1,12,13,30,146,144,197,4,0.009999999776482582,1.3,95.02,5,1020.0
2013,1,12,14,30,82,0,82,4,0.009999999776482582,1.4000000000000001,95.77,5,1020.0
2013,1,12,15,30,23,0,23,4,0.009999999776482582,1.4000000000000001,96.3,5,1020.0
2013,1,12,16,30,0,0,0,4,0.009999999776482582,1.4000000000000001,97.04,5,1020.0
2013,1,12,17,30,0,0,0,4,0.009999999776482582,1.5,91.67,6,1020.0
2013,1,12,18,30,0,0,0,4,0.009999999776482582,1.6,93.08,6,1020.0
2013,1,12,19,30,0,0,0,5,0.009999999776482582,1.7000000000000002,94.51,6,1020.0
2013,1,12,20,30,0,0,0,5,0.009999999776482582,1.8,95.71000000000001,6,1020.0
2013,1,12,21,30,0,0,0,5,0.009999999776482582,2.0,97.23,6,1020.0
2013,1,12,22,30,0,0,0,5,0.009999999776482582,2.0,98.47,6,1020.0
